# Object	Reference	RA	Decl	Teff	logg	Metallicity	metal	[C/Fe]	[Eu/Fe]	[Ba/Fe]	[Fe/H]
HD213467	R.G.Gratton+,AAP, 354, 169, 2000	22 32 07.90	-31 10 24.9	5215	2.85	-1.4	-1.4	-0.08			-1.45
HD213467	M.N.Ishigaki+,ApJ, 771, 67, 2013	22 32 07.90	-31 10 24.9	5034	2.78	-1.43	-1.43		0.63	0.12	-1.43
HD213467	B.W.Carney+,AJ, 125, 293, 2003	22 32 07.90	-31 10 24.9	5010	2.8	-1.45	-1.45				-1.45
HD214059	B.E.Reddy+,MNRAS, 367, 1329, 2006	22 35 38.17	+05 22 24.2	5471	3.88	-0.45	-0.45	0.57	0.5	-0.15	-0.5
HD214362	M.N.Ishigaki+,ApJ, 753, 64, 2012	22 37 58.56	-22 38 39.7	5783	1.98	-1.92	-1.92				-1.92
HD214362	M.Ishigaki+,PASJ, 62, 143, 2010	22 37 58.56	-22 38 39.7	5636	1.6	-2.05	-2.05			0.08	-2.05
HD214362	D.L.Burris+,ApJ, 544, 302, 2000	22 37 58.56	-22 38 39.7	5650	1.5	-1.7	-1.7			0.25	-1.73
HD214362	I.U.Roederer+,AJ, 147, 136, 2014	22 37 58.56	-22 38 39.7	5760	1.6	-2.04	-2.04	<-0.17	0.4	0.06	-2.06
HD214362	M.N.Ishigaki+,ApJ, 771, 67, 2013	22 37 58.56	-22 38 39.7	5783	1.98	-1.93	-1.93		0.21	-0.19	-1.93
HD214362	I.U.Roederer+,ApJ, 724, 975, 2010	22 37 58.56	-22 38 39.7								-1.87
HD214362	J.Simmerer+,ApJ, 617, 1091, 2004	22 37 58.56	-22 38 39.7	5727	2.62	-1.87	-1.87	-0.87	0.53		-1.87
HD214362	B.W.Carney+,AJ, 125, 293, 2003	22 37 58.56	-22 38 39.7	5700	2.6	-2.2	-2.2				-2.2
HD214925	W.Aoki+,PASJ, 60, L7, 2008	22 41 59.40	-20 47 03.0	4050	0	-2	-2	-0.69	0.47		-2.08
HD214925	B.W.Carney+,AJ, 125, 293, 2003	22 41 59.40	-20 47 03.0	3890	0.3	-2.14	-2.14				-2.14
HD215648	Y.Takeda+,PASJ, 57, 65, 2005	22 46 41.58	+12 10 22.4	6221	3.94	-0.2	-0.2	0.07			-0.2
HD215648	Y.Takeda+,PASJ, 57, 45, 2005	22 46 41.58	+12 10 22.4	6221	3.94	-0.2	-0.2				-0.39
HD215648	Y.Takeda+,PASJ, 59, 335, 2007	22 46 41.58	+12 10 22.4	6221	3.94	-0.2	-0.2				-0.2
HD215801	P.E.Nissen+,AAP, 469, 319, 2007	22 48 29.43	-46 03 50.5	6071	3.83	-2.28	-2.28				-2.28
HD215801	J.Melendez+,ApJ, 642, 1082, 2006	22 48 29.43	-46 03 50.5	6085	3.83	-2	-2				-2.27
HD215801	D.Fabbian+,AAP, 500, 1143, 2009	22 48 29.43	-46 03 50.5	6071	3.83	-2.28	-2.28	0.22			-2.33
HD215801	C.J.Akerman+,AAP, 414, 931, 2004	22 48 29.43	-46 03 50.5	6005	3.81	-2.29	-2.29	0.2			-2.29
HD215801	A.M.Amarsi+,AAP, 622, L4, 2019	22 48 29.43	-46 03 50.54	6054	3.85	-2.22	-2.22	0.11			-2.22
HD215801	P.E.Nissen+,AAP, 415, 993, 2004	22 48 29.43	-46 03 50.5	6005	3.81	-2.29	-2.29				-2.29
HD21581	R.G.Gratton+,AAP, 354, 169, 2000			4978	2.29	-1.57	-1.57	-0.13			-1.61
HD21581	J.P.Fulbright+,ApJ, 595, 1154, 2003			4900	2.24	-1.7	-1.7				-1.61
HD21581	Y.Saito+,PASJ, 61, 549, 2009			5010	2.6	-1.73	-1.73				-1.52
HD21581	J.Melendez+,ApJ, 556, 858, 2001			4932	2.2	-1.68	-1.68	-0.28			-1.68
HD21581	H.Jonsson+,AAP, 530, A144, 2011			4900	2.24	-1.64	-1.64				-1.64
HD21581	I.U.Roederer+,AJ, 147, 136, 2014			4940	2.1	-1.82	-1.82	-0.11	0.21	0.08	-1.7
HD21581	J.P.Fulbright+,AJ, 120, 1841, 2000			4825	2	-1.6	-1.6		0.48	-0.04	-1.72
HD21581	I.U.Roederer+,ApJ, 724, 975, 2010										-1.71
HD21581	J.Simmerer+,ApJ, 617, 1091, 2004			4870	2.27	-1.71	-1.71	0.03	0.38		-1.71
HD21581	B.W.Carney+,AJ, 125, 293, 2003			4860	2.3	-1.65	-1.65				-1.65
HD216143	W.Aoki+,PASJ, 60, L7, 2008	22 50 31.09	-06 54 49.6	4450	0.8	-2.3	-2.3	-0.25	0.56		-2.32
HD216143	J.P.Fulbright+,ApJ, 595, 1154, 2003	22 50 31.09	-06 54 49.6	4500	1.17	-2.2	-2.2				-2.26
HD216143	Y.Saito+,PASJ, 61, 549, 2009	22 50 31.09	-06 54 49.6	4525	1.77	-2.09	-2.09				-2.32
HD216143	T.V.Mishenina+,AAP, 396, 189, 2002	22 50 31.09	-06 54 49.6								-2.13
HD216143	J.Melendez+,ApJ, 556, 858, 2001	22 50 31.09	-06 54 49.6	4360	0.5	-2.22	-2.22	-0.53			-2.22
HD216143	D.L.Burris+,ApJ, 544, 302, 2000	22 50 31.09	-06 54 49.6	4525	0.8	-2	-2		0.25	-0.19	-2.01
HD216143	T.Mishenina+,MNRAS, 469, 4378, 2017	22 50 31.0884300128	-06 54 49.557528724	4455	1.05				0.38	-0.29	-2.26
HD216143	T.V.Mishenina+,AAP, 370, 951, 2001	22 50 31.09	-06 54 49.6	4500	1	-2.11	-2.11		0.39	-0.15	-2.11
HD216143	J.P.Fulbright+,AJ, 120, 1841, 2000	22 50 31.09	-06 54 49.6	4525	1	-2.1	-2.1		0.5	-0.55	-2.23
HD216143	J.A.Johnson+,ApJ, 579, 616, 2002	22 50 31.09	-06 54 49.6							-0.43	-2.05
HD216143	J.A.Johnson+,ApJ, 554, 888, 2001	22 50 31.09	-06 54 49.6	4500	0.7	-2.1	-2.1		0.27	-0.41	-2.06
HD216143	J.A.Johnson+,ApJS, 139, 219, 2002	22 50 31.09	-06 54 49.6	4500	0.7	-2.1	-2.1		0.41	-0.27	-2.21
HD216385	M.Takada-Hidai+,ApJ, 573, 614, 2002	22 52 24.07	+09 50 08.4	6300	3.91	-0.25	-0.25				-0.36
HD216385	Y.Takeda+,PASJ, 57, 65, 2005	22 52 24.07	+09 50 08.4	6229	3.87	-0.19	-0.19	0.01			-0.19
HD216385	Y.Takeda+,PASJ, 57, 45, 2005	22 52 24.07	+09 50 08.4	6229	3.87	-0.19	-0.19				-0.14
HD216385	K.A.Venn+,AJ, 128, 1177, 2004	22 52 24.07	+09 50 08.4						-0.03	-0.01	-0.16
HD216385	Y.Takeda+,PASJ, 59, 335, 2007	22 52 24.07	+09 50 08.4	6229	3.87	-0.19	-0.19				-0.19
HD217014	Y.Takeda+,PASJ, 57, 65, 2005	22 57 27.98	+20 46 07.8	5779	4.3	0.2	0.2	-0.02			0.2
HD217014	T.Mishenina+,MNRAS, 484, 3846, 2019			5763	4.3	0.17	0.17		-0.06		0.17
HD217014	Y.Takeda+,PASJ, 57, 45, 2005	22 57 27.98	+20 46 07.8	5779	4.3	0.2	0.2				0.32
HD217014	T.V.Mishenina+,AAP, 552, A128, 2013	22 57 27.98	+20 46 07.8	5778	4.2	0.14	0.14		-0.06		0.14
HD217014	Y.Takeda+,PASJ, 59, 335, 2007	22 57 27.98	+20 46 07.8	5779	4.3	0.2	0.2				0.2
HD217107	M.Takada-Hidai+,ApJ, 573, 614, 2002	22 58 15.50	-02 23 43.0	5490	4.15	0.3	0.3				0.13
HD217107	Y.Takeda+,PASJ, 57, 65, 2005	22 58 15.50	-02 23 43.0	5575	4.18	0.31	0.31	-0.06			0.31
HD217107	Y.Takeda+,PASJ, 57, 45, 2005	22 58 15.50	-02 23 43.0	5575	4.18	0.31	0.31				0.7
HD217107	Y.Takeda+,PASJ, 59, 335, 2007	22 58 15.50	-02 23 43.0	5575	4.18	0.31	0.31				0.31
HD217231	B.E.Reddy+,MNRAS, 367, 1329, 2006	22 59 19.45	+12 11 32.4	5720	4.57	-0.63	-0.63	0.55	0.57	0.04	-0.68
HD218470	M.Takada-Hidai+,ApJ, 573, 614, 2002	23 07 45.38	+49 17 44.8	6600	4.01	-0.15	-0.15				-0.24
HD218470	Y.Takeda+,PASJ, 57, 65, 2005	23 07 45.38	+49 17 44.8	6421	3.91	-0.15	-0.15	0.11			-0.15
HD218470	Y.Takeda+,PASJ, 57, 45, 2005	23 07 45.38	+49 17 44.8	6421	3.91	-0.15	-0.15				-0.1
HD218470	K.A.Venn+,AJ, 128, 1177, 2004	23 07 45.38	+49 17 44.8							0.12	-0.06
HD218470	Y.Takeda+,PASJ, 59, 335, 2007	23 07 45.38	+49 17 44.8	6421	3.91	-0.15	-0.15				-0.15
HD218857	M.N.Ishigaki+,ApJ, 753, 64, 2012	23 11 24.59	-16 15 04.0	5107	2.71	-1.94	-1.94				-1.94
HD218857	J.P.Fulbright+,ApJ, 595, 1154, 2003	23 11 24.59	-16 15 04.0	5050	2.43	-1.9	-1.9				-1.91
HD218857	M.Ishigaki+,PASJ, 62, 143, 2010	23 11 24.59	-16 15 04.0	4892	2.22	-2.12	-2.12			-0.63	-2.12
HD218857	T.V.Mishenina+,AAP, 396, 189, 2002	23 11 24.59	-16 15 04.0								-1.84
HD218857	D.L.Burris+,ApJ, 544, 302, 2000	23 11 24.59	-16 15 04.0	5125	2.4	-2	-2		-0.41	-0.19	-1.69
HD218857	T.V.Mishenina+,AAP, 370, 951, 2001	23 11 24.59	-16 15 04.0	5050	2.4	-1.84	-1.84			-0.3	-1.84
HD218857	J.A.Johnson+,ApJ, 579, 616, 2002	23 11 24.59	-16 15 04.0							-0.64	-2.01
HD218857	M.N.Ishigaki+,ApJ, 771, 67, 2013	23 11 24.59	-16 15 04.0	5107	2.71	-1.94	-1.94		-0.15	-0.48	-1.94
HD218857	I.U.Roederer+,ApJ, 724, 975, 2010	23 11 24.59	-16 15 04.0								-1.9
HD218857	J.A.Johnson+,ApJ, 554, 888, 2001	23 11 24.59	-16 15 04.0	4850	1.8	-2	-2			-0.63	-2.02
HD218857	A.E.GarciaPerez+,AAP, 451, 621, 2006	23 11 24.59	-16 15 04.0	5015	2.78	-1.8	-1.8				-1.79
HD218857	J.Simmerer+,ApJ, 617, 1091, 2004	23 11 24.59	-16 15 04.0	5103	2.44	-1.9	-1.9	0.13	-0.04		-1.9
HD218857	J.A.Johnson+,ApJS, 139, 219, 2002	23 11 24.59	-16 15 04.0	4850	1.8	-2	-2			-0.48	-2.17
HD218857	A.E.GarciaPerez+,AAP, 447, 299, 2006	23 11 24.59	-16 15 04.0	5015	2.78	-1.79	-1.79				-1.79
HD219116	T.Masseron+,AAP, 509, A93, 2010	23 13 30.24	-17 22 08.7	4800	1.8	-0.34	-0.34	-0.14		0.81	-0.39
HD219617	P.E.Nissen+,AAP, 511, L10, 2010	23 17 05.04	-13 51 03.6	5862	4.28	-1.45	-1.45				-1.45
HD219617	A.M.Boesgaard+,ApJ, 743, 140, 2011			5872	4.52	-1.58	-1.58				-1.58
HD219617	R.G.Gratton+,AAP, 354, 169, 2000	23 17 05.04	-13 51 03.6	5974	3.88	-1.49	-1.49	0.11			-1.53
HD219617	A.M.Boesgaard+,AJ, 117, 492, 1999	23 17 05.04	-13 51 03.6	6011	4.42	-1.49	-1.49				-1.32
HD219617	J.A.Rich+,ApJ, 701, 1519, 2009	23 17 05.04	-13 51 03.6	5872	4.52	-1.58	-1.58				-1.58
HD219617	T.V.Mishenina+,AAP, 396, 189, 2002	23 17 05.04	-13 51 03.6								-1.43
HD219617	T.V.Mishenina+,AAP, 370, 951, 2001	23 17 05.04	-13 51 03.6	5870	4	-1.43	-1.43			-0.11	-1.43
HD219617	A.Ford+,AAP, 393, 617, 2002	23 17 05.04	-13 51 03.6	6012	4.3	-1.63	-1.63				-1.63
HD219617	I.U.Roederer+,AJ, 147, 136, 2014	23 17 05.04	-13 51 03.6	5730	3.7	-1.83	-1.83	-0.16	0.27	-0.23	-1.74
HD219617	J.P.Fulbright+,AJ, 120, 1841, 2000	23 17 05.04	-13 51 03.6	5825	4.3	-1.4	-1.4				-1.52
HD219617	R.Smiljanic+,AAP, 499, 103, 2009	23 17 05.04	-13 51 03.6	5825	3.81	-1.4	-1.4				-1.4
HD219617	J.Melendez+,AAP, 515, L3, 2010	23 17 05.04	-13 51 03.6	6146	4.1	-1.48	-1.48				-1.48
HD219617	P. E. Nissen+,AAP, 530, A15, 2011	23 17 05.04	-13 51 03.6	5862	4.28	-1.45	-1.45			-0.33	-1.45
HD219623	Y.Takeda+,PASJ, 57, 65, 2005	23 16 42.30	+53 12 49.0	6103	4.18	0.05	0.05	0.17			0.05
HD219623	T.Mishenina+,MNRAS, 484, 3846, 2019			5949	4.2	0.04	0.04		0.12		0.04
HD219623	Y.Takeda+,PASJ, 57, 45, 2005	23 16 42.30	+53 12 49.0	6103	4.18	0.05	0.05				0.1
HD219623	T.V.Mishenina+,AAP, 552, A128, 2013	23 16 42.30	+53 12 49.0	5949	4.2	0.04	0.04		0.12		0.04
HD219623	Y.Takeda+,PASJ, 59, 335, 2007	23 16 42.30	+53 12 49.0	6103	4.18	0.05	0.05				0.05
HD219623	T.V.Mishenina+,AAP, 547, A106, 2012	23 16 42.30	+53 12 49.0	5949	4.2	0.04	0.04				0.04
HD220117	Y.Takeda+,PASJ, 57, 65, 2005	23 20 53.26	+38 10 56.4	6355	3.6	0	0	-0.1			0
HD220117	Y.Takeda+,PASJ, 57, 45, 2005	23 20 53.26	+38 10 56.4	6355	3.6	0	0				0.05
HD220117	Y.Takeda+,PASJ, 59, 335, 2007	23 20 53.26	+38 10 56.4	6355	3.6	0	0				0
HD220127	I.U.Roederer+,AJ, 147, 136, 2014	23 21 43.59	-49 29 15.1	5060	2.4	-1.85	-1.85	-0.14	0.13	-0.12	-1.7
HD22049	Y.Takeda+,PASJ, 57, 65, 2005	03 32 55.84	-09 27 29.7	5177	4.72	0.05	0.05	0.03			0.05
HD22049	T.Mishenina+,MNRAS, 484, 3846, 2019			5084	4.4	-0.15	-0.15		0.23		-0.15
HD22049	Y.Takeda+,PASJ, 57, 45, 2005	03 32 55.84	-09 27 29.7	5177	4.72	0.05	0.05				0.56
HD22049	T.V.Mishenina+,AAP, 552, A128, 2013	03 32 55.84	-09 27 29.7	5084	4.4	-0.15	-0.15		0.23		-0.15
HD22049	Y.Takeda+,PASJ, 59, 335, 2007	03 32 55.84	-09 27 29.7	5177	4.72	0.05	0.05				0.05
HD220838	W.Aoki+,PASJ, 60, L7, 2008	23 27 16.48	-26 58 58.2	4300	0.6	-1.8	-1.8	-0.37	0.35		-1.8
HD220838	B.W.Carney+,AJ, 125, 293, 2003	23 27 16.48	-26 58 58.2	4280	1.1	-1.53	-1.53				-1.53
HD220838	D.L.Burris+,ApJ, 544, 302, 2000	23 27 16.48	-26 58 58.2	4450	1.2	-1.7	-1.7		0.12	-0.11	-1.48
HD221170	I.Ivans+,ApJ, 645, 613, 2006	23 29 28.80	+30 25 58.0	4510	1	-2.19	-2.19	-0.6	0.78	0.19	-2.16
HD221170	J.Melendez+,ApJ, 556, 858, 2001	23 29 28.80	+30 25 58.0	4460	0.75	-2.11	-2.11	-0.18			-2.11
HD221170	T.V.Mishenina+,AAP, 370, 951, 2001	23 29 28.80	+30 25 58.0	4500	1	-2.05	-2.05			0.3	-2.05
HD221170	L.Zhang+,AAP, 528, A92, 2011	23 29 28.80	+30 25 58.0					-0.48			-2.14
HD221170	P.S.Barklem+,AAP, 439, 129, 2005	23 29 28.80	+30 25 58.0	4648	1.57	-2.14	-2.14	-0.6	0.83	0.32	-2.15
HD221170	D.Karinkuzhi+,AAP, 645, 61, 2021	23 29 28.81	+30 25 57.86	4577	0.77	-2.4	-2.4	-0.68	0.58	-0.08	-2.4
HD221170	J.P.Fulbright+,ApJ, 595, 1154, 2003	23 29 28.80	+30 25 58.0	4475	1.15	-2.2	-2.2				-2.2
HD221170	W.Aoki+,PASJ, 60, L7, 2008	23 29 28.80	+30 25 58.0	4600	1.5	-2.1	-2.1	-0.49	0.78		-2.03
HD221170	Y.Saito+,PASJ, 61, 549, 2009	23 29 28.80	+30 25 58.0	4560	1.37	-2.03	-2.03				-2.04
HD221170	N.Christlieb+,AAP, 428, 1027, 2004	23 29 28.80	+30 25 58.0			-1.61	-1.61				
HD221170	T.V.Mishenina+,AAP, 396, 189, 2002	23 29 28.80	+30 25 58.0								-2.05
HD221170	D.L.Burris+,ApJ, 544, 302, 2000	23 29 28.80	+30 25 58.0	4425	1	-2	-2		0.62	0.28	-1.98
HD221170	T.Mishenina+,MNRAS, 469, 4378, 2017	23 29 28.8087923676	+30 25 57.847432750	4415	1.05				0.61	-0.13	-2.26
HD221170	J.P.Fulbright+,AJ, 120, 1841, 2000	23 29 28.80	+30 25 58.0	4500	0.9	-2.1	-2.1		0.59	-0.35	-2.17
HD221170	J.Simmerer+,ApJ, 617, 1091, 2004	23 29 28.80	+30 25 58.0	4410	1.09	-2.35	-2.35	-0.32	0.98		-2.35
HD221170	B.W.Carney+,AJ, 125, 293, 2003	23 29 28.80	+30 25 58.0	4410	1.1	-2.26	-2.26				-2.26
HD221170	J.J.Cowan+,ApJ, 627, 238, 2005	23 29 28.80	+30 25 58.0	4400	1.1	-2.35	-2.35		1.01		-2.38
HD221830	B.E.Reddy+,MNRAS, 367, 1329, 2006	23 35 28.89	+31 01 01.8	5617	4.15	-0.51	-0.51	0.51	0.37	-0.06	-0.56
HD221830	J.Simmerer+,ApJ, 617, 1091, 2004	23 35 28.89	+31 01 01.8						0.3		-0.56
HD221830	K.A.Venn+,AJ, 128, 1177, 2004	23 35 28.89	+31 01 01.8							-0.33	-0.52
HD222368	Y.Takeda+,PASJ, 57, 65, 2005	23 39 57.00	+05 37 35.0	6279	4.15	-0.03	-0.03	0.07			-0.03
HD222368	Y.Takeda+,PASJ, 57, 45, 2005	23 39 57.00	+05 37 35.0	6279	4.15	-0.03	-0.03				-0.21
HD222368	Y.Takeda+,PASJ, 59, 335, 2007	23 39 57.00	+05 37 35.0	6279	4.15	-0.03	-0.03				-0.03
HD222434	R.G.Gratton+,AAP, 354, 169, 2000	23 40 41.40	-34 41 46.0	4499	1.33	-1.68	-1.68	-0.51			-1.74
HD222434	B.W.Carney+,AJ, 125, 293, 2003	23 40 41.40	-34 41 46.0	4430	1.3	-1.56	-1.56				-1.56
HD22254	B.E.Reddy+,MNRAS, 367, 1329, 2006	03 35 19.27	+11 23 48.3	6000	3.99	0.37	0.37	0.12		0.19	0.32
HD222794	J.P.Fulbright+,AJ, 120, 1841, 2000	23 43 27.00	+58 04 49.0	5425	3.8	-0.7	-0.7			-0.1	-0.79
HD222794	R.G.Gratton+,AAP, 404, 187, 2003	23 43 27.00	+58 04 49.0	5473	3.83	-0.73	-0.73				-0.8
HD222794	B.E.Reddy+,MNRAS, 367, 1329, 2006	23 43 27.00	+58 04 49.0	5436	3.86	-0.77	-0.77	0.59	0.39	-0.2	-0.82
HD222925	I.U.Roederer+,ApJ, 912, 119, 2021			5636	2.54	-1.5	-1.5				-1.46
HD222925	I.U.Roederer+,ApJ, 865, 129, 2018	23 45 17.61	-61 54 42.8	5636	2.54	-1.5	-1.5	-0.2	1.44	0.66	-1.58
HD222925	E.A.DenHartog+,ApJS, 254, 5, 2021			5636	2.54	-1.5	-1.5				-8.96
HD222925	R.G.Gratton+,AAP, 354, 169, 2000	23 45 17.60	-61 54 43.0	5564	2.64	-1.51	-1.51				-1.56
HD222925	I.U.Roederer+,ApJ, 902, L24, 2020			5636	2.54	-1.5	-1.5		1.32	0.54	-1.46
HD22484	M.Takada-Hidai+,ApJ, 573, 614, 2002	03 36 52.38	+00 24 06.0	5960	4.02	-0.1	-0.1				-0.34
HD22484	Y.Takeda+,PASJ, 57, 65, 2005	03 36 52.38	+00 24 06.0	6022	4.06	-0.04	-0.04	0.16			-0.04
HD22484	Y.Saito+,PASJ, 61, 549, 2009	03 36 52.38	+00 24 06.0	5985	4.07	-0.11	-0.11				-0.12
HD22484	T.Mishenina+,MNRAS, 484, 3846, 2019			6037	4.1	-0.03	-0.03		0.01		-0.03
HD22484	Y.Takeda+,PASJ, 57, 45, 2005	03 36 52.38	+00 24 06.0	6022	4.06	-0.04	-0.04				-0.05
HD22484	T.V.Mishenina+,AAP, 552, A128, 2013	03 36 52.38	+00 24 06.0	6037	4.1	-0.03	-0.03		0.01		-0.03
HD22484	Y.Q.Chen+,, 141, 491, 2000	03 36 52.38	+00 24 06.0	5915	4.03	-0.13	-0.13			-0.03	-0.13
HD22484	Y.Takeda+,PASJ, 59, 335, 2007	03 36 52.38	+00 24 06.0	6022	4.06	-0.04	-0.04				-0.04
HD224930	R.G.Gratton+,AAP, 404, 187, 2003	00 02 10.16	+27 04 56.1	5357	4.32	-0.87	-0.87				-0.91
HD224930	Y.Takeda+,PASJ, 57, 65, 2005	00 02 10.16	+27 04 56.1	5680	4.86	-0.52	-0.52	0.56			-0.52
HD224930	Y.Takeda+,PASJ, 63, S537, 2011	00 02 10.16	+27 04 56.1	5275	4.1	-0.9	-0.9				-0.9
HD224930	T.V.Mishenina+,AAP, 396, 189, 2002	00 02 10.16	+27 04 56.1								-0.85
HD224930	Y.Takeda+,PASJ, 57, 45, 2005	00 02 10.16	+27 04 56.1	5681	4.86	-0.52	-0.52				0.08
HD224930	T.V.Mishenina+,AAP, 552, A128, 2013	00 02 10.16	+27 04 56.1	5300	4.1	-0.91	-0.91				-0.91
HD224930	Y.Takeda+,PASJ, 59, 335, 2007	00 02 10.16	+27 04 56.1	5681	4.86	-0.52	-0.52				-0.52
HD224930	T.Mishenina+,MNRAS, 469, 4378, 2017	00 02 10.3411392575	+27 04 54.476788744	5500	4.4				0.19	-0.02	-0.79
HD224930	T.V.Mishenina+,AAP, 370, 951, 2001	00 02 10.16	+27 04 56.1	5300	4.1	-0.85	-0.85		0.21	-0.02	-0.85
HD224930	M.Takada-Hidai+,ApJ, 573, 614, 2002	00 02 10.16	+27 04 56.1	5370	4.26	-0.85	-0.85				-0.83
HD224930	J.P.Fulbright+,AJ, 120, 1841, 2000	00 02 10.16	+27 04 56.1	5275	4.1	-0.9	-0.9		0.31	-0.26	-0.98
HD224930	T.Mishenina+,MNRAS, 484, 3846, 2019			5300	4.1	-0.91	-0.91				-0.91
HD224930	R.Smiljanic+,AAP, 499, 103, 2009	00 02 10.16	+27 04 56.1	5275	4.3	-0.9	-0.9				-0.9
HD224959	D.Karinkuzhi+,AAP, 645, 61, 2021	00 02 08.02	-02 49 12.25	4969	1.26	-2.36	-2.36	2.23	1.99	2.18	-2.36
HD224959	T.Masseron+,AAP, 509, A93, 2010	00 02 08.02	-02 49 12.3	4900	2	-2.06	-2.06	1.78		2.23	-2.11
HD224959	S.VanEck+,AAP, 404, 291, 2003	00 02 08.02	-02 49 12.3	5200	1.9						-2.2
HD225239	G.Israelian+,ApJ, 507, 805, 1998			5605	3.15	-0.5	-0.5				-0.33
HD225239	Y.Takeda+,PASJ, 57, 65, 2005	00 04 53.76	+34 39 35.3	5669	3.89	-0.41	-0.41	0.06			-0.41
HD225239	G.Israelian+,AAP, 421, 649, 2004			5528	3.74	-0.5	-0.5				-0.33
HD225239	Y.Takeda+,PASJ, 57, 45, 2005	00 04 53.76	+34 39 35.3	5669	3.89	-0.41	-0.41				-0.55
HD225239	G.Bihain+,AAP, 423, 777, 2004	00 04 53.76	+34 39 35.3	5528	3.74	-0.5	-0.5				-0.33
HD225239	K.A.Venn+,AJ, 128, 1177, 2004	00 04 53.76	+34 39 35.3						0.13	-0.15	-0.53
HD225239	Y.Takeda+,PASJ, 59, 335, 2007	00 04 53.76	+34 39 35.3	5669	3.89	-0.41	-0.41				-0.41
HD22879	P.E.Nissen+,AAP, 511, L10, 2010			5759	4.25	-0.85	-0.85				-0.85
HD22879	G.Israelian+,ApJ, 507, 805, 1998			5915	4.1	-0.8	-0.8				-0.63
HD22879	R.G.Gratton+,AAP, 404, 187, 2003			5827	4.33	-0.79	-0.79				-0.84
HD22879	B.E.Reddy+,MNRAS, 367, 1329, 2006			5722	4.5	-0.87	-0.87	0.45	0.56		-0.92
HD22879	C.J.Hansen+,AAP, 545, A31, 2012			5792	4.29	-0.95	-0.95		0.45	-0.18	-0.95
HD22879	T.V.Mishenina+,AAP, 552, A128, 2013			5972	4.5	-0.77	-0.77		0.4		-0.77
HD22879	G.Bihain+,AAP, 423, 777, 2004			5823	4.29	-0.91	-0.91				-0.74
HD22879	T.Mishenina+,MNRAS, 469, 4378, 2017	03 40 22.0654223510	-03 13 01.124769689	5825	4.42				0.33	0.08	-0.91
HD22879	J.P.Fulbright+,AJ, 120, 1841, 2000			5800	4.3	-0.8	-0.8			0.04	-0.89
HD22879	T.Mishenina+,MNRAS, 484, 3846, 2019			5972	4.5	-0.77	-0.77		0.4		-0.77
HD22879	J.Simmerer+,ApJ, 617, 1091, 2004								0.09		-0.91
HD22879	R.Smiljanic+,AAP, 499, 103, 2009			5800	4.29	-0.8	-0.8				-0.8
HD22879	H.L.Yan+,AAP, 585, 102, 2016			5759	4.25	-0.85	-0.85				-0.85
HD22879	T.Gehren+,AAP, 451, 1065, 2006			5775	4.26	-0.83	-0.83				-0.82
HD22879	P. E. Nissen+,AAP, 530, A15, 2011			5759	4.25	-0.85	-0.85			-0.17	-0.85
HD230999	B.E.Reddy+,MNRAS, 367, 1329, 2006	19 15 14.35	+19 36 33.7	5634	4.48	0.2	0.2	0.12	0.2	0.19	0.15
HD232078	D.Yong+,ApJ, 599, 1357, 2003	19 38 12.07	+16 48 25.6	4000	0.3	-1.54	-1.54				-1.54
HD232078	Y.Saito+,PASJ, 61, 549, 2009	19 38 12.07	+16 48 25.6	4000	0.8	-1.54	-1.54				-1.8
HD232078	J.Simmerer+,ApJ, 617, 1091, 2004	19 38 12.07	+16 48 25.6	3875	0.93	-1.69	-1.69	0.03	0.45		-1.69
HD232078	D.L.Burris+,ApJ, 544, 302, 2000	19 38 12.07	+16 48 25.6	4000	0.3	-1.5	-1.5		0.22	-0.16	-1.37
HD232996	B.E.Reddy+,MNRAS, 367, 1329, 2006	04 44 03.60	+52 58 53.8	5604	4.27	-0.35	-0.35	0.4	0.35	0.01	-0.4
HD233345	B.E.Reddy+,MNRAS, 367, 1329, 2006	07 10 29.79	+53 15 06.4	5747	4.14	-0.44	-0.44	0.31	0.29		-0.49
HD233666	I.U.Roederer+,ApJ, 724, 975, 2010	09 42 19.48	+53 28 26.2								-1.79
HD233666	J.Simmerer+,ApJ, 617, 1091, 2004	09 42 19.48	+53 28 26.2	5157	2	-1.79	-1.79	-0.17	0.24		-1.79
HD23439A	R.G.Gratton+,AAP, 354, 169, 2000			5140	4.48	-0.99	-0.99	0.21			-1.04
HD235766	W.Aoki+,PASJ, 60, L7, 2008	22 14 47.17	+50 47 15.4	4650	1.2	-1.8	-1.8	-0.54	0.55		-1.93
HD237846	I.U.Roederer+,AJ, 147, 136, 2014	09 52 38.68	+57 54 58.7	4730	1.3	-3.14	-3.14	0.15	-0.35	-0.92	-3.21
HD237846	L.Zhang+,ApJ, 706, 1095, 2009	09 52 38.68	+57 54 58.7	4725	1.41	-3.01	-3.01			-1.3	-2.84
HD237846	M.N.Ishigaki+,ApJ, 753, 64, 2012	09 52 38.68	+57 54 58.7	5015	2.02	-2.81	-2.81				-2.81
HD237846	M.N.Ishigaki+,ApJ, 771, 67, 2013	09 52 38.68	+57 54 58.7	5015	2.02	-2.85	-2.85		-0.15	-0.85	-2.85
HD237846	M.Ishigaki+,PASJ, 62, 143, 2010	09 52 38.68	+57 54 58.7	4621	1.04	-3.18	-3.18			-1.24	-3.17
